N,P,K,temperature,humidity,ph,rainfall,label
50,35,98,25.8757,72.9847,6.3092,88.3412,sweetpotato
58,32,39,26.1538,54.0135,6.1843,66.2941,coriander
66,40,91,24.6222,64.7996,5.9624,84.6209,sweetpotato
85,54,66,25.1676,79.3487,6.9816,53.4018,tomato
13,124,193,22.7523,93.9245,5.8289,121.7419,apple
119,56,125,19.3065,70.1717,5.0881,85.9234,potato
52,36,58,15.9582,46.6012,6.5534,56.9491,barley
39,25,25,31.7394,61.9612,5.5277,46.1577,sesame
53,31,25,19.8364,52.228,6.1624,54.9003,coriander
21,59,25,23.1686,19.4133,5.8177,147.0089,kidneybeans
62,44,79,15.3415,60.4527,6.5437,49.9761,garlic
21,79,55,23.4746,69.5126,6.308,84.542,soybeans
50,32,52,14.894,47.4402,6.4348,49.87,barley
26,55,23,28.0203,80.4351,6.8017,37.4445,mungbean
67,53,69,15.2517,55.405,6.0895,51.6243,garlic
95,22,62,25.0706,85.857,5.8613,250.7957,pepper
128,39,45,24.1804,75.515,7.8416,80.0765,cotton
13,29,26,30.1243,49.2404,5.3023,90.8771,mango
91,16,51,25.3154,88.6887,6.9215,48.9358,watermelon
77,36,44,25.715,83.7727,6.1026,234.3479,rice
88,5,52,28.6394,91.02,6.5056,23.9036,muskmelon
43,44,32,29.4777,57.2524,5.7388,71.0983,sorghum
17,51,46,27.3439,67.7832,6.784,83.425,groundnut
60,50,31,26.1408,66.4058,7.0026,47.4548,coriander
92,29,32,23.4985,59.0018,6.5859,141.6665,coffee
102,49,134,15.1303,79.1245,5.7967,84.2755,potato
15,58,15,16.0587,18.1923,5.9205,122.3604,kidneybeans
95,31,118,21.8026,68.2726,6.1105,107.8205,tobacco
115,48,37,25.3656,81.0521,6.2229,81.7428,cotton
82,32,83,26.1802,86.6858,5.6395,268.2702,ginger
17,19,14,25.1136,93.2475,7.0674,101.7707,orange
157,20,53,24.6374,88.9198,4.6551,234.9823,tea
92,80,47,27.4797,78.5734,6.1716,94.0259,banana
82,43,42,29.8831,88.7098,5.5283,234.9561,rubber
10,48,19,26.3703,59.7962,9.7753,40.4961,mothbeans
23,74,20,28.0951,47.5228,6.4685,141.358,pigeonpeas
73,51,71,15.7678,63.9298,6.2625,59.0074,onion
85,43,38,25.7779,75.9626,6.9081,175.0312,jute
125,40,74,23.1429,80.8715,6.0549,275.9899,pepper
127,44,42,23.771,75.5312,5.8605,89.5023,cotton
16,60,33,25.4673,66.5737,6.344,55.6892,groundnut
125,44,43,22.8648,84.3681,7.0616,90.3256,cotton
91,42,125,24.3849,69.6223,5.9927,110.3757,tobacco
51,48,39,20.7993,62.1194,6.2867,47.0724,coriander
15,75,17,32.6182,63.7982,6.0913,135.5037,pigeonpeas
115,56,58,26.0925,65.7328,6.9174,79.2291,chilli
120,46,70,28.993,61.2488,5.6923,151.575,sugarcane
23,77,21,20.9203,46.682,5.1806,152.9634,pigeonpeas
92,11,51,25.4019,86.3241,6.9047,52.6804,watermelon
14,65,17,15.6063,23.4484,5.8519,73.7102,kidneybeans
31,32,29,26.8756,58.1026,6.0563,32.6203,millets
73,69,74,24.2481,64.2535,6.1332,71.3383,onion
40,26,40,33.4673,56.5479,6.0137,34.3053,millets
75,34,109,27.7049,84.1173,5.7841,218.8601,turmeric
30,14,32,29.748,96.0577,5.2019,156.9409,coconut
27,30,30,28.2957,50.9009,5.8432,96.2674,mango
74,38,28,22.9635,68.1825,6.3181,95.5123,maize
40,66,35,26.5415,73.6784,6.3921,92.9981,soybeans
43,40,28,27.9797,56.467,7.7946,33.6516,cumin
129,41,85,32.9352,71.8652,6.0028,190.1955,sugarcane
33,31,28,26.929,54.0119,6.8211,56.0857,sesame
70,56,35,24.9037,54.7311,6.7902,93.2718,wheat
47,34,21,30.6953,61.0974,6.7847,44.7413,sesame
26,122,205,22.1299,92.6157,6.3132,114.7243,apple
92,17,46,27.206,94.1735,6.6397,22.9774,muskmelon
34,51,50,34.4355,94.1984,6.8923,248.37,papaya
111,39,57,29.8353,87.8311,5.9859,260.2247,pepper
16,20,27,27.5607,98.9935,5.7936,209.4495,coconut
63,33,20,29.4452,46.224,5.5118,75.7576,sorghum
96,28,35,23.5938,57.8838,6.9683,189.6645,coffee
42,57,20,33.3077,63.4079,6.7684,66.1935,blackgram
90,84,51,26.134,75.3716,6.2884,107.318,banana
74,55,70,15.0592,62.1257,6.236,67.2146,onion
94,48,126,16.7102,71.8663,5.8759,68.6824,potato
55,54,49,15.4521,67.2383,6.4817,70.0684,wheat
126,48,45,22.9367,83.5742,6.3098,66.4637,cotton
70,45,43,21.7924,82.7789,5.6329,243.2493,rice
106,30,33,25.5007,58.4232,6.2148,197.0597,coffee
92,45,80,20.7791,61.8352,6.5285,74.3431,tomato
14,22,35,25.7756,98.3745,5.8953,172.9999,coconut
44,46,46,26.1663,93.2239,6.7509,245.2255,papaya
123,25,80,29.9532,78.2769,5.5307,211.979,pepper
66,31,67,33.4445,87.2216,5.7502,261.3908,rubber
98,45,149,17.1648,76.1845,5.0171,66.4026,potato
68,43,117,25.4457,82.1126,6.4817,226.381,turmeric
31,54,60,14.4262,65.493,7.2746,61.9013,peas
63,41,128,25.8055,66.6112,6.4292,83.8206,sweetpotato
113,38,108,20.313,69.7485,5.9942,112.126,tobacco
80,60,73,17.0613,72.302,6.4196,68.287,onion
10,41,21,27.8329,88.8018,6.7336,50.5603,mungbean
39,39,28,25.0487,52.0875,6.6799,32.1626,sesame
75,59,75,14.5856,64.1195,6.6604,49.1229,garlic
20,60,20,19.6615,60.9796,6.848,52.3,lentil
21,48,18,29.8491,86.0019,6.7344,41.7993,mungbean
100,25,34,24.8469,57.5334,6.1219,140.408,coffee
77,59,63,18.9536,67.7697,6.1856,63.3743,onion
31,45,50,27.2032,94.5529,6.7149,239.6921,papaya
88,54,78,27.8655,63.6606,6.8272,56.4035,tomato
48,43,23,21.5853,58.0565,6.2148,47.7426,mustard
90,89,53,25.5882,81.5612,5.797,99.383,banana
14,56,22,20.912,19.4293,5.8398,68.837,kidneybeans
71,43,29,21.8755,67.8152,6.578,71.1092,maize
49,42,24,23.9095,52.0038,7.9136,33.3548,cumin
115,25,59,23.0859,70.4914,5.8231,203.7723,pepper
74,45,91,25.4016,81.0008,6.4314,200.7926,ginger
117,51,76,21.5119,76.6033,6.1428,75.4606,cabbage
59,43,79,13.7152,69.9868,6.6169,49.5855,garlic
60,37,64,33.3709,82.4637,5.5082,261.6328,rubber
72,55,31,23.8242,69.9778,6.9136,97.7891,wheat
18,59,42,25.1849,50.4355,6.897,52.1626,groundnut
16,20,41,18.0554,93.167,6.6243,109.5572,pomegranate
12,58,25,22.7103,67.7902,6.7488,53.1854,lentil
60,40,65,19.7542,62.4645,6.9556,45.7121,garlic
51,45,20,26.3927,61.5438,5.6264,64.5321,sorghum
87,8,48,27.3773,92.4447,6.471,20.7602,muskmelon
23,25,34,34.6873,49.7585,6.7882,95.586,mango
30,65,22,28.6564,66.822,6.6671,47.9082,lentil
120,62,76,19.3955,83.8737,6.0315,69.0584,cauliflower
10,132,190,23.2474,91.1861,5.9897,122.316,apple
114,42,60,29.9686,60.3139,6.7379,83.7761,chilli
24,11,35,20.9877,87.6084,6.1801,109.5059,pomegranate
77,43,43,21.4948,80.7995,6.2744,242.9228,rice
66,70,46,23.073,61.3132,6.8989,74.2357,sunflower
93,26,29,23.1493,61.4274,7.467,168.0603,coffee
10,139,199,23.5983,91.0083,5.7423,101.1283,apple
58,40,113,22.7906,61.145,6.1262,90.6775,sweetpotato
78,35,65,30.6989,87.4255,5.791,290.7024,rubber
102,51,68,21.6572,79.8485,6.4927,74.5378,cauliflower
89,45,41,26.1404,82.4749,5.9952,248.2824,rice
123,35,52,25.2951,88.2592,5.0218,242.5131,pepper
59,42,38,33.9563,63.4705,6.4342,41.1034,sorghum
70,42,98,30.745,84.9739,6.6331,158.6405,turmeric
36,58,24,26.4525,68.8208,6.9723,68.3385,blackgram
117,38,66,18.7038,75.795,5.6606,295.2173,cardamom
67,44,74,18.7182,69.2892,6.1992,57.6597,garlic
67,30,30,31.0848,50.2148,6.3863,63.7593,sorghum
101,54,75,17.1525,70.1937,6.9209,73.6045,cauliflower
41,40,20,30.497,56.5848,5.5244,55.6663,sesame
80,39,36,22.8761,85.7883,6.035,240.4808,rice
103,45,76,26.7729,77.2489,6.422,50.6478,tomato
17,80,23,25.4694,46.919,5.3191,144.5051,pigeonpeas
65,31,29,15.5254,63.7283,6.5577,30.8991,mustard
28,54,45,19.4978,72.6669,6.2279,75.8697,peas
73,60,50,18.0528,65.8231,6.0449,73.4216,wheat
77,33,103,25.753,84.5617,6.008,237.5386,turmeric
36,59,76,18.7701,16.3268,7.251,30.9175,chickpeas
97,8,47,28.7403,94.032,6.5334,26.6967,muskmelon
79,43,91,24.2939,76.4109,6.4847,192.2761,ginger
27,7,11,22.7074,90.2077,6.4581,116.3422,orange
98,22,31,24.3629,54.3338,6.5563,177.0825,coffee
38,38,33,34.4695,51.4558,5.7325,57.688,sesame
95,17,52,27.0894,92.5793,6.789,23.2626,muskmelon
60,44,20,32.4548,63.5621,7.3094,60.4489,sorghum
85,51,61,16.1593,80.3882,6.6036,76.5011,cauliflower
39,47,35,22.1004,49.9017,7.6871,30.8067,cumin
40,38,23,22.78,54.2556,6.8935,51.2913,mustard
24,132,199,39.6816,81.805,5.873,65.9404,grapes
66,41,116,22.2815,64.6159,5.8513,96.7369,sweetpotato
106,47,79,32.2284,74.1168,6.8279,210.1343,sugarcane
84,57,61,29.5988,64.5529,6.8152,61.3673,chilli
42,28,22,30.7696,64.4116,5.883,58.9777,sesame
96,23,56,26.282,74.7738,6.4896,298.7102,pepper
74,37,54,31.6757,86.6435,4.5677,286.2111,rubber
19,64,24,20.8477,66.5549,6.5557,36.1628,lentil
121,50,140,19.2869,82.1473,5.4819,71.1329,potato
150,28,58,29.6755,84.8128,4.5432,252.7483,tea
64,32,128,27.7655,69.2148,5.5535,89.0188,sweetpotato
11,7,7,20.8,90.3651,6.8504,103.1253,orange
30,34,25,25.3811,61.2371,5.5753,38.7574,sesame
44,63,23,27.5338,67.0044,6.8374,62.1805,blackgram
29,13,31,26.467,92.3322,5.6332,142.3438,coconut
67,61,79,22.5861,67.0005,6.6283,63.3041,onion
20,46,18,28.9042,62.7415,3.9099,45.8093,mothbeans
30,128,205,21.596,90.4547,5.8411,116.6065,apple
90,35,38,23.4747,80.309,5.7697,236.3741,rice
12,8,7,21.1981,91.0144,7.9262,115.2011,orange
59,35,25,15.0187,54.3429,7.1968,57.5524,mustard
76,60,47,24.0839,51.8931,6.1155,89.5625,wheat
12,22,35,26.9085,93.4133,5.206,167.9805,coconut
22,19,8,23.5177,93.1806,7.7561,101.0897,orange
81,53,66,28.4295,63.3392,6.6137,78.2818,chilli
111,40,79,23.5911,78.9418,5.8821,286.2417,cardamom
101,59,79,16.0606,78.6646,6.5664,76.6702,cauliflower
37,29,32,29.1166,50.9754,5.7916,40.3338,sesame
121,33,60,22.4759,84.7021,5.8777,223.6027,cardamom
64,50,75,20.1915,68.7898,6.6357,40.1599,garlic
60,48,101,28.3105,79.7715,6.3079,153.9371,turmeric
40,68,58,16.4559,64.9965,6.3832,51.4727,peas
106,49,60,23.938,62.9237,6.2234,71.0986,chilli
17,65,15,24.3141,60.5547,6.589,47.5546,lentil
21,7,10,15.4806,90.7964,7.9373,106.8482,orange
37,65,38,29.249,66.2962,6.7522,86.822,soybeans
68,55,65,23.0992,61.2383,6.6622,64.4029,onion
129,44,63,32.6921,77.2181,6.5304,222.8679,sugarcane
57,34,25,28.1466,55.3761,5.68,67.1581,sorghum
71,43,98,28.3799,83.3681,6.0815,207.5793,ginger
68,50,32,22.0217,54.201,6.1866,78.8237,wheat
29,58,17,23.7992,67.5881,6.6615,40.2618,lentil
24,56,17,27.6992,61.7979,5.9189,37.7692,lentil
69,63,70,23.3084,74.0289,6.6844,51.9853,onion
130,34,60,28.8088,68.0495,6.2374,190.6602,sugarcane
126,21,62,27.8938,78.6729,5.3693,299.224,tea
24,59,30,28.5707,61.254,6.7719,83.8398,groundnut
64,50,39,24.8735,64.566,6.0949,33.3919,mustard
92,23,75,27.0224,89.7401,6.4884,284.9955,pepper
126,32,65,24.059,86.677,6.1844,297.7177,pepper
30,60,15,24.2894,63.9393,6.7645,46.9379,lentil
146,24,47,19.7037,84.5297,4.6263,214.9411,tea
29,80,40,27.8568,65.7911,6.8986,76.4547,soybeans
30,30,24,30.3793,42.463,6.8829,43.3624,millets
135,37,79,25.9386,70.6827,5.7031,233.3466,sugarcane
43,36,113,24.8047,64.9085,5.5033,80.8255,sweetpotato
26,77,15,23.3502,59.1523,5.3275,123.9158,pigeonpeas
18,47,21,28.5053,87.1402,6.7358,41.0019,mungbean
81,35,44,23.0475,81.9551,6.4074,167.1469,jute
40,78,54,26.9725,65.5587,6.8739,98.4406,soybeans
60,41,77,17.9753,57.2687,6.0491,45.7602,garlic
18,10,14,20.3969,90.6923,6.2191,106.7268,orange
27,58,22,18.8583,67.7906,6.508,47.8796,lentil
77,38,30,23.109,58.8092,6.1061,63.9121,maize
100,16,25,23.6558,55.5557,6.7681,184.6665,coffee
76,56,50,15.6022,64.9642,6.1666,67.4767,wheat
99,15,46,24.7545,86.6198,6.2751,48.1843,watermelon
88,58,64,25.2802,66.4926,6.4403,69.6544,tomato
38,78,34,29.7211,74.1025,6.2648,75.5526,soybeans
36,63,25,34.4696,64.7511,7.3762,64.7809,blackgram
20,20,8,24.3514,91.4863,7.653,117.9046,orange
74,37,42,26.8816,81.2906,6.5528,174.8432,jute
11,59,23,26.1601,44.4868,5.8168,67.5643,mothbeans
122,28,50,23.4375,77.0773,5.5749,260.839,pepper
40,44,23,26.3175,60.2718,6.2146,48.4739,coriander
21,56,22,24.27,44.4778,7.628,36.3607,mothbeans
116,57,68,29.6976,69.0816,6.0609,68.2371,chilli
10,63,18,23.6319,21.661,5.8777,128.5913,kidneybeans
40,44,25,23.5701,57.6224,7.3524,45.0226,mustard
92,48,132,19.7586,82.0623,5.3761,61.3059,potato
91,54,70,20.719,68.9714,6.538,77.3852,tomato
112,29,60,23.6946,82.0444,5.1639,337.0069,cardamom
49,48,31,16.505,56.782,6.0706,47.3199,mustard
26,54,45,20.8654,67.0325,7.2839,62.511,peas
58,44,58,13.9402,55.2241,6.2465,55.7114,barley
61,33,104,31.5681,76.1426,6.3798,248.2659,turmeric
17,20,35,27.3972,97.2765,6.2755,150.1617,coconut
70,30,26,18.3811,55.8174,6.8673,42.5555,mustard
23,53,51,17.4734,63.8299,6.6842,64.5347,peas
82,37,35,22.0,82.6987,5.6104,245.2249,rice
107,60,57,25.8216,60.0341,6.4291,73.7033,chilli
12,76,20,31.7721,60.0156,6.3368,126.9665,pigeonpeas
110,33,78,15.8146,87.7918,6.4051,322.5142,cardamom
77,49,57,28.5874,82.4359,5.0162,240.6237,rubber
87,57,71,18.6491,65.3902,6.4838,69.5939,onion
34,62,15,26.943,66.8228,6.7595,67.5862,blackgram
76,44,42,23.3155,83.3328,6.1668,219.5738,rice
81,55,61,28.358,61.8748,6.5116,91.7688,chilli
87,65,54,20.0884,62.5688,7.1063,72.8974,sunflower
57,50,33,20.5152,57.249,6.5084,55.8167,coriander
84,35,36,20.8953,80.0484,6.4979,243.0698,rice
84,44,36,23.8391,81.642,6.0419,189.5644,jute
128,33,61,26.8236,84.5528,5.3179,234.1195,tea
95,41,151,15.6844,83.3496,5.0754,87.9424,potato
71,50,45,27.3914,58.605,7.2098,52.6848,sunflower
99,81,47,26.7241,83.4796,5.5325,99.9838,banana
96,21,65,29.8743,84.7924,5.2044,208.9183,pepper
35,33,35,24.4843,41.7545,7.8008,27.7657,cumin
128,23,60,27.5973,78.2323,5.3351,252.046,tea
26,53,53,15.9357,72.9271,6.163,77.1558,peas
78,42,40,20.2535,80.0919,5.5248,237.6067,rice
117,59,143,18.6716,79.0378,5.2318,72.2393,potato
70,57,61,20.423,63.1694,6.8923,55.3044,garlic
18,10,26,27.2017,95.1135,5.1326,185.2382,coconut
71,39,35,21.7634,68.9463,5.7057,72.9597,maize
104,44,70,25.4541,78.0471,6.0303,164.6833,sugarcane
26,11,11,25.5308,93.1161,6.7559,115.3499,orange
94,54,75,15.097,73.4612,6.2956,72.6011,cabbage
104,45,43,22.2653,79.635,7.4594,83.6976,cotton
123,40,133,17.6992,74.7223,5.9404,88.682,potato
20,59,25,29.624,63.185,6.73,45.8713,lentil
33,52,38,25.001,74.8549,6.6057,104.3342,soybeans
93,63,76,15.8068,80.5698,6.1671,72.2179,cauliflower
75,40,45,24.709,86.5206,6.2168,227.5779,rice
98,50,65,21.6648,80.7671,6.1779,60.8898,cauliflower
112,64,73,21.4986,72.81,6.7216,69.5483,cauliflower
68,39,100,25.6789,76.5168,5.7536,151.8164,turmeric
114,50,54,24.5339,68.9002,6.7219,82.4498,chilli
37,28,21,30.4595,64.6707,5.5571,52.4231,sesame
80,48,105,22.0913,78.2988,5.8299,294.0225,ginger
17,21,25,28.4064,91.8443,5.7,205.126,coconut
139,34,81,19.3362,84.7502,6.4208,304.5196,cardamom
126,39,45,22.6176,84.3665,7.8798,63.7664,cotton
72,66,49,15.7569,52.7372,6.3814,92.1268,wheat
102,52,72,28.6094,79.0398,6.3143,75.5182,tomato
20,11,40,22.1291,87.522,6.389,107.5606,pomegranate
48,33,32,29.7925,50.7591,5.9095,41.968,sesame
11,10,29,29.2276,96.3916,5.063,156.342,coconut
119,32,62,26.0619,66.7975,5.8765,157.4038,sugarcane
46,44,30,32.9538,54.6505,7.1804,77.4261,sorghum
43,47,38,22.1667,68.075,6.6606,44.3122,coriander
92,6,51,29.3472,91.8293,6.2886,21.7098,muskmelon
33,46,50,29.0945,91.5514,6.6648,233.3881,papaya
90,55,62,21.4699,76.6785,6.1078,54.5271,cabbage
40,30,23,23.8361,43.8032,7.975,23.6567,cumin
114,35,140,23.7812,64.2742,6.4723,105.5391,tobacco
78,57,41,21.2529,55.7143,6.7421,92.6659,wheat
25,47,33,28.5231,54.1229,6.3977,83.6175,groundnut
117,38,43,22.7668,81.725,6.7861,76.008,cotton
40,46,54,18.0051,56.3533,6.6784,60.2821,barley
120,45,122,18.2151,79.4716,5.805,67.6687,potato
69,58,49,22.033,64.5388,7.3891,54.3255,sunflower
33,52,50,17.2882,73.7714,6.7871,73.2425,peas
55,24,22,30.2884,51.8901,6.8693,36.9328,millets
45,40,22,27.183,53.3496,6.9865,47.9358,coriander
68,31,103,21.7144,61.7955,5.889,99.0497,sweetpotato
29,69,59,13.3499,65.7898,6.4749,66.1604,peas
92,61,64,17.7418,71.6432,6.1499,55.7372,cauliflower
88,38,37,24.2346,86.5707,5.5309,237.1103,rice
68,37,116,22.9094,61.3637,5.8015,82.2555,sweetpotato
47,21,30,31.6537,51.398,6.8433,53.2536,millets
84,52,54,28.522,69.1825,6.9584,82.6736,chilli
50,60,48,27.7114,91.8329,6.8009,230.5101,papaya
120,58,147,16.8081,77.0499,5.0085,87.1898,potato
55,40,115,27.0943,73.8915,6.3061,92.2142,sweetpotato
69,65,62,23.7147,62.7745,6.1351,59.1909,onion
100,18,35,24.1916,63.8239,6.5429,162.1341,coffee
52,41,56,19.5348,56.7601,6.105,53.6484,barley
126,21,69,24.1061,88.8304,5.1305,260.4934,pepper
111,41,42,23.8129,76.0131,7.777,73.2169,cotton
15,9,12,16.6515,91.9701,7.3805,103.045,orange
32,120,198,33.492,83.41,5.9945,68.7711,grapes
22,68,39,26.9941,76.7203,6.7753,84.3908,soybeans
96,50,60,23.1934,67.6171,6.0198,72.7907,tomato
87,62,68,21.9231,79.0131,6.5765,51.2573,cauliflower
62,57,48,22.6313,59.7144,7.0918,57.4871,sunflower
57,33,32,20.46,60.214,6.3651,52.6585,coriander
17,47,21,27.0993,85.9623,6.9654,55.1951,mungbean
98,44,105,27.7936,62.2413,5.6762,106.5688,tobacco
118,37,131,25.4856,65.5351,6.4546,110.5914,tobacco
73,31,64,29.9172,82.144,5.6182,217.9621,rubber
17,46,46,25.4333,53.4824,6.4973,73.8069,groundnut
83,18,53,28.1748,94.348,6.4913,21.1834,muskmelon
101,64,66,20.9335,82.1228,6.1228,69.0424,cauliflower
30,29,33,34.1579,51.8018,6.2099,98.3067,mango
30,22,25,26.676,45.1555,5.6697,45.4355,millets
72,54,73,22.5773,71.9046,6.7255,69.7553,onion
50,57,80,17.5797,16.6569,6.3425,41.8489,chickpeas
105,21,30,23.2394,62.3468,7.2701,177.2083,coffee
29,52,39,26.1091,58.3879,6.1861,88.9217,groundnut
111,45,71,29.3286,62.3536,5.5812,245.4942,sugarcane
27,130,197,21.1324,92.3519,5.9083,117.574,apple
30,136,190,21.3176,94.2507,6.192,109.1583,apple
147,30,55,25.7073,82.4108,4.9355,212.6359,tea
146,32,58,18.1179,89.562,4.8168,224.3195,tea
120,31,61,29.0496,60.4802,5.8906,210.4055,sugarcane
57,32,27,26.2342,50.0046,6.1107,55.0807,millets
38,49,23,26.495,56.6121,6.7318,23.4816,cumin
24,122,191,32.758,81.8352,5.5136,65.4778,grapes
81,42,44,23.2789,85.9155,6.6304,192.7799,jute
84,55,62,21.7915,84.6767,6.5608,51.8852,cauliflower
52,40,21,15.7084,57.9848,6.9083,30.8071,mustard
92,39,109,24.6972,86.9968,6.0913,209.2587,ginger
46,22,33,27.6166,50.4039,5.513,53.5484,millets
105,57,76,29.449,66.1161,6.4639,77.6612,tomato
77,50,94,25.0615,75.6429,6.0585,208.3486,turmeric
22,64,17,15.7839,23.6322,5.5604,109.8819,kidneybeans
32,59,51,26.4374,90.2043,6.676,237.2904,papaya
13,58,17,29.3285,64.956,4.4073,40.0164,mothbeans
116,34,61,27.9627,77.2556,6.2803,214.0912,pepper
69,55,53,21.0577,60.5943,7.4239,74.0921,sunflower
25,56,19,25.7722,67.9482,6.5421,43.9925,lentil
46,31,25,25.4689,64.3134,5.8214,30.8501,sesame
97,24,30,26.6875,63.5943,6.4994,151.987,coffee
82,38,43,25.8855,71.6784,6.3108,168.5235,jute
72,36,41,23.1434,84.0181,5.9414,237.4116,rice
36,124,197,39.3663,82.0509,5.6082,74.8348,grapes
54,56,69,12.1185,59.0743,6.9409,58.2351,garlic
101,30,32,24.4614,56.9577,6.1453,195.6245,coffee
48,58,23,31.6073,67.436,7.2963,61.9492,blackgram
83,11,55,25.784,87.3595,6.1081,43.1078,watermelon
31,58,16,28.4842,68.9856,7.0898,62.3285,blackgram
85,18,48,24.9368,82.8746,6.5385,52.6829,watermelon
30,133,192,22.3998,91.4376,5.9605,120.9726,apple
44,55,50,33.7811,93.664,6.5828,249.0372,papaya
15,46,23,29.582,47.0977,3.5722,72.3445,mothbeans
96,59,63,18.0914,80.8085,6.2195,59.277,cabbage
90,51,54,29.6515,66.0341,6.7463,75.3435,chilli
20,52,24,28.4678,89.9822,7.135,53.616,mungbean
16,64,25,25.4478,63.0919,6.3284,43.6,lentil
92,14,53,28.0085,94.9374,6.5882,24.1815,muskmelon
47,29,35,34.8097,54.4417,6.7656,56.7857,sesame
76,52,79,16.8822,67.648,6.2366,60.0956,onion
24,79,34,26.0249,75.8685,6.8514,71.8502,soybeans
16,48,18,26.19,40.0763,6.7351,43.4258,mothbeans
15,28,30,35.7002,50.2089,6.7274,95.0994,mango
128,35,40,29.5558,80.0156,5.3601,219.916,tea
144,27,57,22.1663,82.8438,5.2456,240.357,tea
38,56,19,29.6306,63.0865,6.9448,67.2524,blackgram
83,48,114,25.6333,81.2469,6.9869,226.6778,turmeric
40,39,23,25.4356,43.4819,6.2325,52.2642,millets
48,41,64,15.5396,56.1714,6.4151,69.6171,barley
54,63,42,20.7048,63.3297,6.9483,64.5691,wheat
86,44,42,25.4049,79.5424,6.2639,166.1963,jute
29,139,200,23.8664,94.338,6.2445,122.1627,apple
20,44,31,27.6289,53.4924,6.0553,71.2031,groundnut
33,134,196,25.6269,83.8239,5.6599,70.831,grapes
79,42,64,19.3714,56.3296,6.5281,49.6296,garlic
122,43,39,25.5369,81.424,7.8884,97.0845,cotton
63,28,24,28.9483,63.7883,7.0126,65.3346,sorghum
41,57,77,22.3047,16.9611,6.3027,31.6341,chickpeas
20,20,11,34.3086,91.5792,7.34,116.6884,orange
55,28,37,28.3919,41.9868,6.1713,37.5706,millets
26,40,20,29.2286,84.6497,7.1005,43.3226,mungbean
108,33,134,24.586,60.875,5.7014,100.9981,tobacco
77,49,99,22.091,87.1241,6.067,150.0485,ginger
74,33,111,29.856,78.3683,5.7441,247.9789,turmeric
64,30,97,30.2059,82.5346,6.0394,200.0905,turmeric
87,11,47,24.1621,89.4262,6.3718,52.6062,watermelon
15,16,15,29.3576,91.523,7.8912,103.3883,orange
99,46,91,23.7243,77.403,5.8293,201.9369,ginger
100,40,63,27.9483,67.8412,5.7778,243.258,sugarcane
83,52,51,29.495,69.5901,6.0969,68.0902,chilli
90,44,65,22.9661,63.4536,6.9657,60.0931,chilli
91,28,77,26.8033,71.1045,5.2496,246.6613,pepper
65,50,110,26.7815,69.867,5.7802,82.0571,sweetpotato
28,66,40,16.1824,66.2999,6.3458,70.1427,peas
45,47,37,19.6336,69.4525,6.8039,44.1825,coriander
54,20,34,31.1927,40.7577,6.1486,48.8971,millets
84,35,35,25.159,89.3584,6.2461,227.9543,rice
24,56,20,19.1224,23.4584,5.5779,72.5426,kidneybeans
108,54,79,21.2724,80.0119,6.0082,52.3403,cauliflower
46,46,27,16.5626,56.6035,6.7443,44.7882,mustard
73,37,32,23.7674,58.7908,5.8404,63.9521,maize
60,46,92,28.4643,83.5091,6.1223,156.4893,turmeric
32,54,55,20.964,60.7996,7.237,64.5443,peas
42,30,50,13.3786,46.5179,6.3015,56.4001,barley
17,46,39,23.0072,54.5609,6.1181,65.27,groundnut
66,60,42,20.3201,62.6408,6.307,73.5192,sunflower
18,59,19,21.3577,19.9352,5.8597,98.0918,kidneybeans
62,61,40,23.9566,55.1171,6.6947,55.2019,sunflower
61,31,22,29.8473,55.5518,6.8332,44.3616,sorghum
17,72,19,21.0834,46.4108,6.3315,185.0024,pigeonpeas
21,52,44,18.0757,72.3244,6.1082,60.0649,peas
40,44,40,34.623,63.7223,5.9387,55.0419,sorghum
72,36,41,24.1307,87.0094,6.1302,163.8239,jute
118,40,90,23.1335,82.7299,5.9931,348.4828,cardamom
100,69,70,15.2049,80.0543,6.6563,64.6922,cauliflower
89,76,55,26.1816,78.9493,5.549,105.302,banana
38,40,24,30.5018,57.2841,6.4683,32.3679,sesame
86,44,98,26.8469,77.8495,6.1627,211.7567,turmeric
96,48,69,24.255,63.1002,6.1017,90.1966,chilli
32,48,47,23.815,94.4538,6.5072,246.6598,papaya
122,58,137,18.7515,80.6732,5.6521,82.6929,potato
109,27,33,24.7356,63.8147,7.0981,152.3781,coffee
81,39,38,21.0104,89.355,6.0743,247.7563,rice
108,46,135,19.8367,84.0351,5.0172,89.4666,potato
43,65,85,19.083,18.2772,6.5936,41.0266,chickpeas
30,25,35,27.1254,90.0422,5.817,186.5593,coconut
40,54,44,20.1759,66.104,7.307,53.2566,peas
24,26,29,35.52,54.5981,4.71,94.8289,mango
88,55,70,17.8883,72.2235,6.4765,61.9508,cauliflower
27,54,50,29.2418,65.8462,6.9079,73.5223,soybeans
83,37,44,25.7853,88.1591,6.5576,196.5473,jute
33,70,49,20.9504,69.197,6.9593,60.0171,peas
25,13,8,20.1822,94.5439,7.2615,103.8478,orange
75,37,44,24.8119,72.085,6.3351,150.6265,jute
36,47,26,28.193,47.6329,7.5325,29.5677,cumin
20,20,36,21.6273,93.1413,6.6389,108.7716,pomegranate
43,28,24,31.4312,55.7199,6.0558,36.811,sesame
34,63,84,21.9038,14.654,5.3786,32.2768,chickpeas
